graph,n,m,degree,frequency
exact063.gr,129,2476,4,4
exact063.gr,129,2476,5,1
exact063.gr,129,2476,7,12
exact063.gr,129,2476,9,1
exact063.gr,129,2476,10,8
exact063.gr,129,2476,11,3
exact063.gr,129,2476,14,2
exact063.gr,129,2476,16,1
exact063.gr,129,2476,18,2
exact063.gr,129,2476,20,3
exact063.gr,129,2476,23,1
exact063.gr,129,2476,24,1
exact063.gr,129,2476,25,1
exact063.gr,129,2476,27,1
exact063.gr,129,2476,29,2
exact063.gr,129,2476,30,1
exact063.gr,129,2476,34,1
exact063.gr,129,2476,35,3
exact063.gr,129,2476,38,1
exact063.gr,129,2476,39,1
exact063.gr,129,2476,40,1
exact063.gr,129,2476,41,1
exact063.gr,129,2476,42,1
exact063.gr,129,2476,43,2
exact063.gr,129,2476,45,2
exact063.gr,129,2476,48,1
exact063.gr,129,2476,51,2
exact063.gr,129,2476,52,3
exact063.gr,129,2476,54,2
exact063.gr,129,2476,55,2
exact063.gr,129,2476,56,2
exact063.gr,129,2476,58,1
exact063.gr,129,2476,60,1
exact063.gr,129,2476,61,3
exact063.gr,129,2476,63,1
exact063.gr,129,2476,64,10
exact063.gr,129,2476,65,2
exact063.gr,129,2476,67,1
exact063.gr,129,2476,68,2
exact063.gr,129,2476,69,1
exact063.gr,129,2476,70,3
exact063.gr,129,2476,71,4
exact063.gr,129,2476,72,8
exact063.gr,129,2476,73,4
exact063.gr,129,2476,74,2
exact063.gr,129,2476,77,2
exact063.gr,129,2476,78,1
exact063.gr,129,2476,79,1
exact065.gr,129,8112,56,1
exact065.gr,129,8112,114,1
exact065.gr,129,8112,118,1
exact065.gr,129,8112,119,2
exact065.gr,129,8112,120,2
exact065.gr,129,8112,121,2
exact065.gr,129,8112,122,1
exact065.gr,129,8112,123,7
exact065.gr,129,8112,124,3
exact065.gr,129,8112,125,8
exact065.gr,129,8112,126,17
exact065.gr,129,8112,127,33
exact065.gr,129,8112,128,51
exact067.gr,139,2877,0,5
exact067.gr,139,2877,1,6
exact067.gr,139,2877,2,5
exact067.gr,139,2877,3,7
exact067.gr,139,2877,4,5
exact067.gr,139,2877,5,1
exact067.gr,139,2877,6,1
exact067.gr,139,2877,7,1
exact067.gr,139,2877,8,2
exact067.gr,139,2877,9,2
exact067.gr,139,2877,10,2
exact067.gr,139,2877,11,2
exact067.gr,139,2877,12,2
exact067.gr,139,2877,13,3
exact067.gr,139,2877,14,1
exact067.gr,139,2877,15,5
exact067.gr,139,2877,16,1
exact067.gr,139,2877,17,1
exact067.gr,139,2877,18,1
exact067.gr,139,2877,20,1
exact067.gr,139,2877,23,2
exact067.gr,139,2877,24,1
exact067.gr,139,2877,27,1
exact067.gr,139,2877,28,3
exact067.gr,139,2877,35,1
exact067.gr,139,2877,37,1
exact067.gr,139,2877,38,2
exact067.gr,139,2877,40,2
exact067.gr,139,2877,44,1
exact067.gr,139,2877,47,1
exact067.gr,139,2877,49,1
exact067.gr,139,2877,50,1
exact067.gr,139,2877,51,2
exact067.gr,139,2877,53,1
exact067.gr,139,2877,56,1
exact067.gr,139,2877,57,1
exact067.gr,139,2877,58,2
exact067.gr,139,2877,59,2
exact067.gr,139,2877,60,2
exact067.gr,139,2877,61,1
exact067.gr,139,2877,62,5
exact067.gr,139,2877,64,1
exact067.gr,139,2877,65,2
exact067.gr,139,2877,66,1
exact067.gr,139,2877,67,2
exact067.gr,139,2877,68,4
exact067.gr,139,2877,69,2
exact067.gr,139,2877,70,2
exact067.gr,139,2877,71,4
exact067.gr,139,2877,72,1
exact067.gr,139,2877,73,3
exact067.gr,139,2877,74,3
exact067.gr,139,2877,75,4
exact067.gr,139,2877,76,6
exact067.gr,139,2877,77,1
exact067.gr,139,2877,78,3
exact067.gr,139,2877,79,1
exact067.gr,139,2877,80,1
exact067.gr,139,2877,81,4
exact067.gr,139,2877,82,4
exact067.gr,139,2877,84,1
exact067.gr,139,2877,85,1
exact069.gr,140,2915,16,1
exact069.gr,140,2915,19,1
exact069.gr,140,2915,20,1
exact069.gr,140,2915,22,2
exact069.gr,140,2915,24,2
exact069.gr,140,2915,25,1
exact069.gr,140,2915,27,6
exact069.gr,140,2915,28,4
exact069.gr,140,2915,29,3
exact069.gr,140,2915,30,4
exact069.gr,140,2915,31,5
exact069.gr,140,2915,32,3
exact069.gr,140,2915,33,3
exact069.gr,140,2915,34,5
exact069.gr,140,2915,35,5
exact069.gr,140,2915,36,3
exact069.gr,140,2915,37,1
exact069.gr,140,2915,38,5
exact069.gr,140,2915,39,6
exact069.gr,140,2915,40,6
exact069.gr,140,2915,41,5
exact069.gr,140,2915,42,5
exact069.gr,140,2915,43,2
exact069.gr,140,2915,44,5
exact069.gr,140,2915,45,7
exact069.gr,140,2915,46,3
exact069.gr,140,2915,47,6
exact069.gr,140,2915,48,2
exact069.gr,140,2915,49,3
exact069.gr,140,2915,50,4
exact069.gr,140,2915,51,4
exact069.gr,140,2915,52,2
exact069.gr,140,2915,53,2
exact069.gr,140,2915,54,4
exact069.gr,140,2915,56,4
exact069.gr,140,2915,57,1
exact069.gr,140,2915,58,6
exact069.gr,140,2915,60,1
exact069.gr,140,2915,62,1
exact069.gr,140,2915,63,4
exact069.gr,140,2915,69,1
exact069.gr,140,2915,72,1
exact071.gr,140,4298,16,1
exact071.gr,140,4298,20,1
exact071.gr,140,4298,21,2
exact071.gr,140,4298,22,1
exact071.gr,140,4298,23,5
exact071.gr,140,4298,26,1
exact071.gr,140,4298,27,1
exact071.gr,140,4298,28,2
exact071.gr,140,4298,30,2
exact071.gr,140,4298,32,1
exact071.gr,140,4298,34,2
exact071.gr,140,4298,35,2
exact071.gr,140,4298,37,4
exact071.gr,140,4298,38,3
exact071.gr,140,4298,39,1
exact071.gr,140,4298,40,4
exact071.gr,140,4298,41,4
exact071.gr,140,4298,42,1
exact071.gr,140,4298,44,2
exact071.gr,140,4298,45,2
exact071.gr,140,4298,48,3
exact071.gr,140,4298,49,3
exact071.gr,140,4298,51,3
exact071.gr,140,4298,52,1
exact071.gr,140,4298,56,1
exact071.gr,140,4298,57,4
exact071.gr,140,4298,58,1
exact071.gr,140,4298,59,1
exact071.gr,140,4298,60,1
exact071.gr,140,4298,61,3
exact071.gr,140,4298,62,1
exact071.gr,140,4298,63,1
exact071.gr,140,4298,64,2
exact071.gr,140,4298,65,2
exact071.gr,140,4298,66,2
exact071.gr,140,4298,67,1
exact071.gr,140,4298,69,2
exact071.gr,140,4298,70,2
exact071.gr,140,4298,72,3
exact071.gr,140,4298,73,5
exact071.gr,140,4298,74,2
exact071.gr,140,4298,75,3
exact071.gr,140,4298,76,6
exact071.gr,140,4298,77,3
exact071.gr,140,4298,78,3
exact071.gr,140,4298,79,3
exact071.gr,140,4298,80,3
exact071.gr,140,4298,82,6
exact071.gr,140,4298,83,5
exact071.gr,140,4298,84,2
exact071.gr,140,4298,85,5
exact071.gr,140,4298,86,1
exact071.gr,140,4298,87,1
exact071.gr,140,4298,88,3
exact071.gr,140,4298,89,2
exact071.gr,140,4298,90,3
exact071.gr,140,4298,91,2
exact071.gr,140,4298,92,1
exact071.gr,140,4298,93,2
exact073.gr,140,5137,41,1
exact073.gr,140,5137,42,2
exact073.gr,140,5137,43,2
exact073.gr,140,5137,44,1
exact073.gr,140,5137,45,1
exact073.gr,140,5137,46,3
exact073.gr,140,5137,47,3
exact073.gr,140,5137,48,1
exact073.gr,140,5137,49,4
exact073.gr,140,5137,50,1
exact073.gr,140,5137,51,2
exact073.gr,140,5137,52,2
exact073.gr,140,5137,53,2
exact073.gr,140,5137,54,1
exact073.gr,140,5137,55,2
exact073.gr,140,5137,56,1
exact073.gr,140,5137,57,2
exact073.gr,140,5137,58,3
exact073.gr,140,5137,59,2
exact073.gr,140,5137,60,1
exact073.gr,140,5137,61,2
exact073.gr,140,5137,62,2
exact073.gr,140,5137,63,3
exact073.gr,140,5137,65,3
exact073.gr,140,5137,66,4
exact073.gr,140,5137,67,2
exact073.gr,140,5137,68,2
exact073.gr,140,5137,69,1
exact073.gr,140,5137,70,2
exact073.gr,140,5137,71,1
exact073.gr,140,5137,72,4
exact073.gr,140,5137,73,3
exact073.gr,140,5137,74,2
exact073.gr,140,5137,75,4
exact073.gr,140,5137,76,1
exact073.gr,140,5137,77,1
exact073.gr,140,5137,78,7
exact073.gr,140,5137,79,2
exact073.gr,140,5137,80,6
exact073.gr,140,5137,81,4
exact073.gr,140,5137,82,3
exact073.gr,140,5137,83,3
exact073.gr,140,5137,84,1
exact073.gr,140,5137,85,4
exact073.gr,140,5137,86,4
exact073.gr,140,5137,87,5
exact073.gr,140,5137,88,3
exact073.gr,140,5137,89,1
exact073.gr,140,5137,90,3
exact073.gr,140,5137,92,3
exact073.gr,140,5137,93,1
exact073.gr,140,5137,96,2
exact073.gr,140,5137,97,2
exact073.gr,140,5137,98,2
exact073.gr,140,5137,100,1
exact073.gr,140,5137,101,1
exact073.gr,140,5137,103,1
exact073.gr,140,5137,104,1
exact073.gr,140,5137,105,1
exact073.gr,140,5137,107,1
exact073.gr,140,5137,108,1
exact073.gr,140,5137,113,1
exact073.gr,140,5137,114,1
exact073.gr,140,5137,116,1
exact075.gr,144,1191,0,23
exact075.gr,144,1191,1,12
exact075.gr,144,1191,2,11
exact075.gr,144,1191,3,5
exact075.gr,144,1191,4,5
exact075.gr,144,1191,5,2
exact075.gr,144,1191,6,12
exact075.gr,144,1191,7,8
exact075.gr,144,1191,8,2
exact075.gr,144,1191,9,3
exact075.gr,144,1191,10,7
exact075.gr,144,1191,11,1
exact075.gr,144,1191,12,4
exact075.gr,144,1191,13,1
exact075.gr,144,1191,14,2
exact075.gr,144,1191,19,1
exact075.gr,144,1191,33,1
exact075.gr,144,1191,34,1
exact075.gr,144,1191,36,3
exact075.gr,144,1191,37,1
exact075.gr,144,1191,38,2
exact075.gr,144,1191,40,1
exact075.gr,144,1191,41,1
exact075.gr,144,1191,42,2
exact075.gr,144,1191,43,5
exact075.gr,144,1191,44,12
exact075.gr,144,1191,45,8
exact075.gr,144,1191,46,1
exact075.gr,144,1191,47,2
exact075.gr,144,1191,49,3
exact075.gr,144,1191,50,2
exact077.gr,144,3089,0,5
exact077.gr,144,3089,1,4
exact077.gr,144,3089,2,6
exact077.gr,144,3089,3,2
exact077.gr,144,3089,4,5
exact077.gr,144,3089,5,6
exact077.gr,144,3089,6,4
exact077.gr,144,3089,7,2
exact077.gr,144,3089,9,7
exact077.gr,144,3089,10,1
exact077.gr,144,3089,11,1
exact077.gr,144,3089,12,1
exact077.gr,144,3089,13,1
exact077.gr,144,3089,15,1
exact077.gr,144,3089,17,1
exact077.gr,144,3089,18,1
exact077.gr,144,3089,20,1
exact077.gr,144,3089,21,7
exact077.gr,144,3089,22,7
exact077.gr,144,3089,23,5
exact077.gr,144,3089,24,2
exact077.gr,144,3089,70,2
exact077.gr,144,3089,72,4
exact077.gr,144,3089,73,45
exact077.gr,144,3089,74,13
exact077.gr,144,3089,75,10
exact079.gr,159,433,0,36
exact079.gr,159,433,1,13
exact079.gr,159,433,2,5
exact079.gr,159,433,3,13
exact079.gr,159,433,4,17
exact079.gr,159,433,5,10
exact079.gr,159,433,7,16
exact079.gr,159,433,8,4
exact079.gr,159,433,9,2
exact079.gr,159,433,10,2
exact079.gr,159,433,11,21
exact079.gr,159,433,12,7
exact079.gr,159,433,13,2
exact079.gr,159,433,14,5
exact079.gr,159,433,15,5
exact079.gr,159,433,18,1
exact081.gr,159,3752,1,1
exact081.gr,159,3752,2,3
exact081.gr,159,3752,3,1
exact081.gr,159,3752,4,3
exact081.gr,159,3752,5,2
exact081.gr,159,3752,8,1
exact081.gr,159,3752,10,4
exact081.gr,159,3752,11,1
exact081.gr,159,3752,12,1
exact081.gr,159,3752,16,2
exact081.gr,159,3752,17,3
exact081.gr,159,3752,18,1
exact081.gr,159,3752,20,4
exact081.gr,159,3752,21,4
exact081.gr,159,3752,24,2
exact081.gr,159,3752,25,4
exact081.gr,159,3752,26,1
exact081.gr,159,3752,27,2
exact081.gr,159,3752,28,2
exact081.gr,159,3752,30,2
exact081.gr,159,3752,31,4
exact081.gr,159,3752,33,3
exact081.gr,159,3752,35,2
exact081.gr,159,3752,36,1
exact081.gr,159,3752,37,4
exact081.gr,159,3752,38,2
exact081.gr,159,3752,39,1
exact081.gr,159,3752,40,2
exact081.gr,159,3752,41,1
exact081.gr,159,3752,42,1
exact081.gr,159,3752,43,4
exact081.gr,159,3752,44,4
exact081.gr,159,3752,45,5
exact081.gr,159,3752,47,3
exact081.gr,159,3752,48,4
exact081.gr,159,3752,49,1
exact081.gr,159,3752,50,9
exact081.gr,159,3752,51,1
exact081.gr,159,3752,53,4
exact081.gr,159,3752,54,4
exact081.gr,159,3752,55,3
exact081.gr,159,3752,56,3
exact081.gr,159,3752,57,8
exact081.gr,159,3752,58,2
exact081.gr,159,3752,60,1
exact081.gr,159,3752,61,1
exact081.gr,159,3752,62,2
exact081.gr,159,3752,66,1
exact081.gr,159,3752,71,12
exact081.gr,159,3752,73,1
exact081.gr,159,3752,77,2
exact081.gr,159,3752,78,1
exact081.gr,159,3752,79,1
exact081.gr,159,3752,84,2
exact081.gr,159,3752,86,1
exact081.gr,159,3752,87,4
exact081.gr,159,3752,90,1
exact081.gr,159,3752,101,1
exact081.gr,159,3752,112,4
exact081.gr,159,3752,113,2
exact081.gr,159,3752,115,1
exact081.gr,159,3752,119,1
exact083.gr,160,4259,8,1
exact083.gr,160,4259,14,1
exact083.gr,160,4259,21,1
exact083.gr,160,4259,22,1
exact083.gr,160,4259,24,2
exact083.gr,160,4259,26,2
exact083.gr,160,4259,27,2
exact083.gr,160,4259,30,2
exact083.gr,160,4259,31,3
exact083.gr,160,4259,34,3
exact083.gr,160,4259,35,3
exact083.gr,160,4259,36,3
exact083.gr,160,4259,37,2
exact083.gr,160,4259,38,3
exact083.gr,160,4259,39,1
exact083.gr,160,4259,40,5
exact083.gr,160,4259,41,4
exact083.gr,160,4259,42,6
exact083.gr,160,4259,44,5
exact083.gr,160,4259,45,3
exact083.gr,160,4259,46,3
exact083.gr,160,4259,47,4
exact083.gr,160,4259,48,6
exact083.gr,160,4259,49,2
exact083.gr,160,4259,50,7
exact083.gr,160,4259,51,1
exact083.gr,160,4259,52,5
exact083.gr,160,4259,53,3
exact083.gr,160,4259,54,5
exact083.gr,160,4259,55,1
exact083.gr,160,4259,56,4
exact083.gr,160,4259,57,3
exact083.gr,160,4259,58,2
exact083.gr,160,4259,59,2
exact083.gr,160,4259,60,3
exact083.gr,160,4259,61,3
exact083.gr,160,4259,62,7
exact083.gr,160,4259,63,3
exact083.gr,160,4259,64,2
exact083.gr,160,4259,65,4
exact083.gr,160,4259,66,4
exact083.gr,160,4259,67,2
exact083.gr,160,4259,68,1
exact083.gr,160,4259,69,5
exact083.gr,160,4259,71,2
exact083.gr,160,4259,74,4
exact083.gr,160,4259,75,1
exact083.gr,160,4259,76,2
exact083.gr,160,4259,77,5
exact083.gr,160,4259,78,3
exact083.gr,160,4259,79,2
exact083.gr,160,4259,82,1
exact083.gr,160,4259,83,1
exact083.gr,160,4259,84,1
exact083.gr,160,4259,85,1
exact083.gr,160,4259,92,1
exact083.gr,160,4259,94,1
exact085.gr,160,5705,34,1
exact085.gr,160,5705,35,1
exact085.gr,160,5705,36,1
exact085.gr,160,5705,37,3
exact085.gr,160,5705,43,3
exact085.gr,160,5705,46,1
exact085.gr,160,5705,49,2
exact085.gr,160,5705,50,1
exact085.gr,160,5705,53,1
exact085.gr,160,5705,54,2
exact085.gr,160,5705,55,12
exact085.gr,160,5705,56,10
exact085.gr,160,5705,57,11
exact085.gr,160,5705,58,6
exact085.gr,160,5705,59,4
exact085.gr,160,5705,60,1
exact085.gr,160,5705,61,4
exact085.gr,160,5705,62,1
exact085.gr,160,5705,63,1
exact085.gr,160,5705,64,1
exact085.gr,160,5705,65,1
exact085.gr,160,5705,66,3
exact085.gr,160,5705,67,2
exact085.gr,160,5705,69,1
exact085.gr,160,5705,71,1
exact085.gr,160,5705,74,1
exact085.gr,160,5705,75,5
exact085.gr,160,5705,76,1
exact085.gr,160,5705,77,5
exact085.gr,160,5705,78,4
exact085.gr,160,5705,79,4
exact085.gr,160,5705,80,7
exact085.gr,160,5705,81,4
exact085.gr,160,5705,82,3
exact085.gr,160,5705,83,5
exact085.gr,160,5705,84,7
exact085.gr,160,5705,85,3
exact085.gr,160,5705,86,5
exact085.gr,160,5705,87,5
exact085.gr,160,5705,88,3
exact085.gr,160,5705,89,3
exact085.gr,160,5705,90,3
exact085.gr,160,5705,91,1
exact085.gr,160,5705,92,3
exact085.gr,160,5705,93,3
exact085.gr,160,5705,94,1
exact085.gr,160,5705,96,1
exact085.gr,160,5705,97,1
exact085.gr,160,5705,99,1
exact085.gr,160,5705,101,2
exact085.gr,160,5705,104,2
exact085.gr,160,5705,107,1
exact085.gr,160,5705,108,1
exact087.gr,160,9200,59,1
exact087.gr,160,9200,68,2
exact087.gr,160,9200,71,1
exact087.gr,160,9200,73,2
exact087.gr,160,9200,74,1
exact087.gr,160,9200,75,1
exact087.gr,160,9200,76,1
exact087.gr,160,9200,78,2
exact087.gr,160,9200,79,2
exact087.gr,160,9200,81,1
exact087.gr,160,9200,82,1
exact087.gr,160,9200,85,2
exact087.gr,160,9200,86,2
exact087.gr,160,9200,87,1
exact087.gr,160,9200,89,1
exact087.gr,160,9200,90,5
exact087.gr,160,9200,92,3
exact087.gr,160,9200,93,2
exact087.gr,160,9200,94,2
exact087.gr,160,9200,95,2
exact087.gr,160,9200,97,2
exact087.gr,160,9200,100,1
exact087.gr,160,9200,101,2
exact087.gr,160,9200,104,2
exact087.gr,160,9200,105,1
exact087.gr,160,9200,106,1
exact087.gr,160,9200,107,5
exact087.gr,160,9200,108,2
exact087.gr,160,9200,109,1
exact087.gr,160,9200,110,1
exact087.gr,160,9200,111,2
exact087.gr,160,9200,112,2
exact087.gr,160,9200,113,3
exact087.gr,160,9200,114,4
exact087.gr,160,9200,116,2
exact087.gr,160,9200,117,2
exact087.gr,160,9200,118,4
exact087.gr,160,9200,119,2
exact087.gr,160,9200,120,1
exact087.gr,160,9200,121,6
exact087.gr,160,9200,122,3
exact087.gr,160,9200,123,4
exact087.gr,160,9200,124,1
exact087.gr,160,9200,125,3
exact087.gr,160,9200,126,5
exact087.gr,160,9200,127,7
exact087.gr,160,9200,128,3
exact087.gr,160,9200,129,7
exact087.gr,160,9200,130,7
exact087.gr,160,9200,131,5
exact087.gr,160,9200,132,8
exact087.gr,160,9200,133,3
exact087.gr,160,9200,134,4
exact087.gr,160,9200,135,4
exact087.gr,160,9200,136,2
exact087.gr,160,9200,137,5
exact087.gr,160,9200,138,2
exact087.gr,160,9200,139,5
exact087.gr,160,9200,143,1
exact089.gr,171,1623,1,7
exact089.gr,171,1623,2,2
exact089.gr,171,1623,3,6
exact089.gr,171,1623,4,2
exact089.gr,171,1623,5,6
exact089.gr,171,1623,6,7
exact089.gr,171,1623,7,7
exact089.gr,171,1623,8,6
exact089.gr,171,1623,9,3
exact089.gr,171,1623,10,2
exact089.gr,171,1623,11,5
exact089.gr,171,1623,12,1
exact089.gr,171,1623,13,3
exact089.gr,171,1623,14,2
exact089.gr,171,1623,15,2
exact089.gr,171,1623,16,3
exact089.gr,171,1623,17,9
exact089.gr,171,1623,18,3
exact089.gr,171,1623,19,8
exact089.gr,171,1623,20,10
exact089.gr,171,1623,21,5
exact089.gr,171,1623,22,12
exact089.gr,171,1623,23,7
exact089.gr,171,1623,24,2
exact089.gr,171,1623,25,7
exact089.gr,171,1623,26,4
exact089.gr,171,1623,27,2
exact089.gr,171,1623,28,3
exact089.gr,171,1623,29,3
exact089.gr,171,1623,30,2
exact089.gr,171,1623,31,1
exact089.gr,171,1623,32,7
exact089.gr,171,1623,33,4
exact089.gr,171,1623,34,5
exact089.gr,171,1623,35,2
exact089.gr,171,1623,36,2
exact089.gr,171,1623,37,1
exact089.gr,171,1623,38,1
exact089.gr,171,1623,40,1
exact089.gr,171,1623,41,2
exact089.gr,171,1623,43,1
exact089.gr,171,1623,44,1
exact089.gr,171,1623,48,1
exact089.gr,171,1623,49,1
exact091.gr,180,4602,23,3
exact091.gr,180,4602,25,2
exact091.gr,180,4602,26,3
exact091.gr,180,4602,27,3
exact091.gr,180,4602,28,2
exact091.gr,180,4602,29,2
exact091.gr,180,4602,31,1
exact091.gr,180,4602,32,2
exact091.gr,180,4602,33,3
exact091.gr,180,4602,34,1
exact091.gr,180,4602,35,6
exact091.gr,180,4602,36,2
exact091.gr,180,4602,37,6
exact091.gr,180,4602,38,4
exact091.gr,180,4602,39,2
exact091.gr,180,4602,40,3
exact091.gr,180,4602,41,5
exact091.gr,180,4602,42,6
exact091.gr,180,4602,43,5
exact091.gr,180,4602,44,3
exact091.gr,180,4602,45,4
exact091.gr,180,4602,46,5
exact091.gr,180,4602,47,6
exact091.gr,180,4602,48,3
exact091.gr,180,4602,49,5
exact091.gr,180,4602,50,4
exact091.gr,180,4602,51,1
exact091.gr,180,4602,52,3
exact091.gr,180,4602,53,9
exact091.gr,180,4602,54,7
exact091.gr,180,4602,55,3
exact091.gr,180,4602,56,3
exact091.gr,180,4602,57,5
exact091.gr,180,4602,58,4
exact091.gr,180,4602,59,3
exact091.gr,180,4602,60,5
exact091.gr,180,4602,62,5
exact091.gr,180,4602,63,1
exact091.gr,180,4602,64,2
exact091.gr,180,4602,65,4
exact091.gr,180,4602,66,1
exact091.gr,180,4602,67,2
exact091.gr,180,4602,68,4
exact091.gr,180,4602,69,4
exact091.gr,180,4602,70,2
exact091.gr,180,4602,71,3
exact091.gr,180,4602,72,2
exact091.gr,180,4602,73,1
exact091.gr,180,4602,74,4
exact091.gr,180,4602,75,2
exact091.gr,180,4602,76,3
exact091.gr,180,4602,81,2
exact091.gr,180,4602,83,2
exact091.gr,180,4602,86,1
exact091.gr,180,4602,89,1
exact093.gr,180,6502,32,2
exact093.gr,180,6502,35,1
exact093.gr,180,6502,39,1
exact093.gr,180,6502,41,1
exact093.gr,180,6502,42,1
exact093.gr,180,6502,43,1
exact093.gr,180,6502,45,3
exact093.gr,180,6502,46,3
exact093.gr,180,6502,47,2
exact093.gr,180,6502,48,2
exact093.gr,180,6502,50,2
exact093.gr,180,6502,51,2
exact093.gr,180,6502,52,1
exact093.gr,180,6502,53,6
exact093.gr,180,6502,54,2
exact093.gr,180,6502,55,3
exact093.gr,180,6502,56,4
exact093.gr,180,6502,57,4
exact093.gr,180,6502,58,8
exact093.gr,180,6502,59,3
exact093.gr,180,6502,60,3
exact093.gr,180,6502,61,3
exact093.gr,180,6502,62,5
exact093.gr,180,6502,63,1
exact093.gr,180,6502,64,2
exact093.gr,180,6502,65,4
exact093.gr,180,6502,67,4
exact093.gr,180,6502,68,3
exact093.gr,180,6502,69,4
exact093.gr,180,6502,70,2
exact093.gr,180,6502,71,3
exact093.gr,180,6502,72,2
exact093.gr,180,6502,73,6
exact093.gr,180,6502,74,2
exact093.gr,180,6502,75,3
exact093.gr,180,6502,76,4
exact093.gr,180,6502,77,5
exact093.gr,180,6502,78,5
exact093.gr,180,6502,79,6
exact093.gr,180,6502,80,5
exact093.gr,180,6502,81,2
exact093.gr,180,6502,82,4
exact093.gr,180,6502,83,2
exact093.gr,180,6502,84,2
exact093.gr,180,6502,85,5
exact093.gr,180,6502,86,2
exact093.gr,180,6502,87,2
exact093.gr,180,6502,88,3
exact093.gr,180,6502,89,3
exact093.gr,180,6502,90,1
exact093.gr,180,6502,91,1
exact093.gr,180,6502,92,1
exact093.gr,180,6502,93,4
exact093.gr,180,6502,94,1
exact093.gr,180,6502,96,4
exact093.gr,180,6502,97,3
exact093.gr,180,6502,98,2
exact093.gr,180,6502,99,1
exact093.gr,180,6502,101,2
exact093.gr,180,6502,102,3
exact093.gr,180,6502,103,1
exact093.gr,180,6502,105,1
exact093.gr,180,6502,106,2
exact093.gr,180,6502,109,1
exact093.gr,180,6502,110,2
exact093.gr,180,6502,114,1
exact095.gr,180,7945,41,1
exact095.gr,180,7945,67,1
exact095.gr,180,7945,74,1
exact095.gr,180,7945,75,2
exact095.gr,180,7945,79,3
exact095.gr,180,7945,80,9
exact095.gr,180,7945,81,15
exact095.gr,180,7945,82,19
exact095.gr,180,7945,83,20
exact095.gr,180,7945,84,4
exact095.gr,180,7945,85,5
exact095.gr,180,7945,86,2
exact095.gr,180,7945,87,3
exact095.gr,180,7945,88,2
exact095.gr,180,7945,90,4
exact095.gr,180,7945,91,6
exact095.gr,180,7945,92,4
exact095.gr,180,7945,93,10
exact095.gr,180,7945,94,20
exact095.gr,180,7945,95,33
exact095.gr,180,7945,96,5
exact095.gr,180,7945,97,2
exact095.gr,180,7945,98,1
exact095.gr,180,7945,99,2
exact095.gr,180,7945,100,2
exact095.gr,180,7945,101,1
exact095.gr,180,7945,102,1
exact095.gr,180,7945,103,2
exact097.gr,184,468,0,18
exact097.gr,184,468,1,20
exact097.gr,184,468,2,16
exact097.gr,184,468,3,22
exact097.gr,184,468,4,26
exact097.gr,184,468,5,16
exact097.gr,184,468,6,6
exact097.gr,184,468,7,28
exact097.gr,184,468,8,12
exact097.gr,184,468,9,2
exact097.gr,184,468,11,1
exact097.gr,184,468,14,3
exact097.gr,184,468,15,3
exact097.gr,184,468,16,7
exact097.gr,184,468,18,1
exact097.gr,184,468,20,3
exact099.gr,184,1367,1,2
exact099.gr,184,1367,2,4
exact099.gr,184,1367,3,9
exact099.gr,184,1367,4,8
exact099.gr,184,1367,5,10
exact099.gr,184,1367,6,11
exact099.gr,184,1367,7,7
exact099.gr,184,1367,8,6
exact099.gr,184,1367,9,5
exact099.gr,184,1367,10,11
exact099.gr,184,1367,11,10
exact099.gr,184,1367,12,4
exact099.gr,184,1367,13,2
exact099.gr,184,1367,14,10
exact099.gr,184,1367,15,11
exact099.gr,184,1367,16,2
exact099.gr,184,1367,17,5
exact099.gr,184,1367,18,9
exact099.gr,184,1367,19,8
exact099.gr,184,1367,20,3
exact099.gr,184,1367,21,7
exact099.gr,184,1367,22,4
exact099.gr,184,1367,23,7
exact099.gr,184,1367,24,6
exact099.gr,184,1367,25,3
exact099.gr,184,1367,26,2
exact099.gr,184,1367,27,1
exact099.gr,184,1367,28,1
exact099.gr,184,1367,29,1
exact099.gr,184,1367,31,1
exact099.gr,184,1367,32,2
exact099.gr,184,1367,33,1
exact099.gr,184,1367,35,1
exact099.gr,184,1367,36,2
exact099.gr,184,1367,37,2
exact099.gr,184,1367,38,1
exact099.gr,184,1367,39,1
exact099.gr,184,1367,40,1
exact099.gr,184,1367,43,1
exact099.gr,184,1367,44,1
exact099.gr,184,1367,53,1
exact101.gr,200,6731,24,4
exact101.gr,200,6731,26,1
exact101.gr,200,6731,29,1
exact101.gr,200,6731,31,1
exact101.gr,200,6731,34,3
exact101.gr,200,6731,35,2
exact101.gr,200,6731,36,2
exact101.gr,200,6731,37,1
exact101.gr,200,6731,38,4
exact101.gr,200,6731,40,1
exact101.gr,200,6731,41,1
exact101.gr,200,6731,42,3
exact101.gr,200,6731,43,3
exact101.gr,200,6731,44,3
exact101.gr,200,6731,45,4
exact101.gr,200,6731,46,6
exact101.gr,200,6731,47,2
exact101.gr,200,6731,48,7
exact101.gr,200,6731,50,3
exact101.gr,200,6731,52,3
exact101.gr,200,6731,53,3
exact101.gr,200,6731,54,5
exact101.gr,200,6731,55,4
exact101.gr,200,6731,56,3
exact101.gr,200,6731,57,2
exact101.gr,200,6731,58,3
exact101.gr,200,6731,59,2
exact101.gr,200,6731,60,6
exact101.gr,200,6731,61,1
exact101.gr,200,6731,62,1
exact101.gr,200,6731,63,6
exact101.gr,200,6731,64,7
exact101.gr,200,6731,65,4
exact101.gr,200,6731,66,3
