graph,n,m,degree,frequency
heur071.gr,551,33998,76,1
heur071.gr,551,33998,77,3
heur071.gr,551,33998,78,3
heur071.gr,551,33998,79,2
heur071.gr,551,33998,80,1
heur071.gr,551,33998,81,3
heur071.gr,551,33998,82,2
heur071.gr,551,33998,83,2
heur071.gr,551,33998,85,5
heur071.gr,551,33998,86,2
heur071.gr,551,33998,87,1
heur071.gr,551,33998,89,1
heur071.gr,551,33998,90,1
heur071.gr,551,33998,93,2
heur071.gr,551,33998,96,1
heur071.gr,551,33998,97,1
heur071.gr,551,33998,98,2
heur071.gr,551,33998,99,2
heur071.gr,551,33998,100,2
heur071.gr,551,33998,101,1
heur071.gr,551,33998,102,1
heur071.gr,551,33998,105,1
heur071.gr,551,33998,106,1
heur071.gr,551,33998,108,2
heur071.gr,551,33998,109,3
heur071.gr,551,33998,110,1
heur071.gr,551,33998,111,1
heur071.gr,551,33998,112,2
heur071.gr,551,33998,113,3
heur071.gr,551,33998,114,2
heur071.gr,551,33998,115,1
heur071.gr,551,33998,116,1
heur071.gr,551,33998,117,1
heur071.gr,551,33998,118,1
heur071.gr,551,33998,119,1
heur071.gr,551,33998,120,1
heur071.gr,551,33998,121,1
heur071.gr,551,33998,122,1
heur071.gr,551,33998,123,2
heur071.gr,551,33998,125,1
heur071.gr,551,33998,127,3
heur071.gr,551,33998,128,4
heur071.gr,551,33998,129,5
heur071.gr,551,33998,130,3
heur071.gr,551,33998,132,2
heur071.gr,551,33998,133,1
heur071.gr,551,33998,134,1
heur071.gr,551,33998,135,2
heur071.gr,551,33998,136,1
heur071.gr,551,33998,137,2
heur071.gr,551,33998,138,2
heur071.gr,551,33998,139,1
heur071.gr,551,33998,142,3
heur071.gr,551,33998,143,2
heur071.gr,551,33998,146,1
heur071.gr,551,33998,149,2
heur071.gr,551,33998,150,2
heur071.gr,551,33998,152,3
heur071.gr,551,33998,154,1
heur071.gr,551,33998,155,2
heur071.gr,551,33998,156,1
heur071.gr,551,33998,157,3
heur071.gr,551,33998,158,1
heur071.gr,551,33998,159,1
heur071.gr,551,33998,161,3
heur071.gr,551,33998,162,1
heur071.gr,551,33998,163,1
heur071.gr,551,33998,164,2
heur071.gr,551,33998,165,1
heur071.gr,551,33998,168,3
heur071.gr,551,33998,169,1
heur071.gr,551,33998,170,1
heur071.gr,551,33998,172,1
heur071.gr,551,33998,173,3
heur071.gr,551,33998,174,4
heur071.gr,551,33998,178,1
heur071.gr,551,33998,181,1
heur071.gr,551,33998,182,1
heur071.gr,551,33998,186,1
heur071.gr,551,33998,187,2
heur071.gr,551,33998,188,2
heur071.gr,551,33998,192,1
heur071.gr,551,33998,193,2
heur071.gr,551,33998,196,1
heur071.gr,551,33998,198,1
heur071.gr,551,33998,208,1
heur071.gr,551,33998,212,1
heur071.gr,551,33998,217,1
heur071.gr,551,33998,220,1
heur071.gr,551,33998,222,1
heur071.gr,551,33998,226,1
heur071.gr,551,33998,227,1
heur071.gr,551,33998,230,1
heur071.gr,551,33998,233,1
heur071.gr,551,33998,234,1
heur071.gr,551,33998,235,2
heur071.gr,551,33998,236,4
heur071.gr,551,33998,237,2
heur071.gr,551,33998,238,1
heur071.gr,551,33998,239,2
heur071.gr,551,33998,240,3
heur071.gr,551,33998,241,7
heur071.gr,551,33998,242,8
heur071.gr,551,33998,243,13
heur071.gr,551,33998,244,12
heur071.gr,551,33998,245,8
heur071.gr,551,33998,246,20
heur071.gr,551,33998,247,14
heur071.gr,551,33998,248,21
heur071.gr,551,33998,249,38
heur073.gr,601,17026,1,8
heur073.gr,601,17026,2,5
heur073.gr,601,17026,3,8
heur073.gr,601,17026,4,8
heur073.gr,601,17026,5,8
heur073.gr,601,17026,6,7
heur073.gr,601,17026,7,2
heur073.gr,601,17026,8,11
heur073.gr,601,17026,9,17
heur073.gr,601,17026,10,9
heur073.gr,601,17026,11,5
heur073.gr,601,17026,12,2
heur073.gr,601,17026,13,2
heur073.gr,601,17026,14,1
heur073.gr,601,17026,15,1
heur073.gr,601,17026,16,1
heur073.gr,601,17026,17,2
heur073.gr,601,17026,18,1
heur073.gr,601,17026,19,2
heur073.gr,601,17026,20,1
heur073.gr,601,17026,21,3
heur073.gr,601,17026,22,3
heur073.gr,601,17026,23,4
heur073.gr,601,17026,24,4
heur073.gr,601,17026,25,23
heur073.gr,601,17026,26,4
heur073.gr,601,17026,27,8
heur073.gr,601,17026,28,9
heur073.gr,601,17026,29,12
heur073.gr,601,17026,30,6
heur073.gr,601,17026,31,7
heur073.gr,601,17026,32,14
heur073.gr,601,17026,33,7
heur073.gr,601,17026,34,4
heur073.gr,601,17026,35,3
heur073.gr,601,17026,36,3
heur073.gr,601,17026,37,4
heur073.gr,601,17026,38,7
heur073.gr,601,17026,39,5
heur073.gr,601,17026,40,6
heur073.gr,601,17026,41,15
heur073.gr,601,17026,42,8
heur073.gr,601,17026,43,6
heur073.gr,601,17026,44,8
heur073.gr,601,17026,45,13
heur073.gr,601,17026,46,23
heur073.gr,601,17026,47,31
heur073.gr,601,17026,48,12
heur073.gr,601,17026,49,14
heur073.gr,601,17026,50,9
heur073.gr,601,17026,51,6
heur073.gr,601,17026,52,5
heur073.gr,601,17026,53,6
heur073.gr,601,17026,54,12
heur073.gr,601,17026,55,6
heur073.gr,601,17026,56,4
heur073.gr,601,17026,57,2
heur073.gr,601,17026,58,3
heur073.gr,601,17026,59,1
heur073.gr,601,17026,60,1
heur073.gr,601,17026,61,3
heur073.gr,601,17026,63,1
heur073.gr,601,17026,64,2
heur073.gr,601,17026,65,2
heur073.gr,601,17026,66,1
heur073.gr,601,17026,67,4
heur073.gr,601,17026,68,3
heur073.gr,601,17026,69,3
heur073.gr,601,17026,70,2
heur073.gr,601,17026,71,1
heur073.gr,601,17026,72,1
heur073.gr,601,17026,73,1
heur073.gr,601,17026,76,1
heur073.gr,601,17026,77,4
heur073.gr,601,17026,78,1
heur073.gr,601,17026,79,2
heur073.gr,601,17026,80,3
heur073.gr,601,17026,81,2
heur073.gr,601,17026,82,4
heur073.gr,601,17026,83,2
heur073.gr,601,17026,84,1
heur073.gr,601,17026,85,1
heur073.gr,601,17026,86,1
heur073.gr,601,17026,87,2
heur073.gr,601,17026,88,2
heur073.gr,601,17026,89,1
heur073.gr,601,17026,90,2
heur073.gr,601,17026,91,1
heur073.gr,601,17026,92,2
heur073.gr,601,17026,93,4
heur073.gr,601,17026,94,5
heur073.gr,601,17026,95,4
heur073.gr,601,17026,96,2
heur073.gr,601,17026,97,2
heur073.gr,601,17026,98,1
heur073.gr,601,17026,99,2
heur073.gr,601,17026,100,1
heur073.gr,601,17026,101,2
heur073.gr,601,17026,102,2
heur073.gr,601,17026,103,1
heur073.gr,601,17026,104,1
heur073.gr,601,17026,105,2
heur073.gr,601,17026,107,1
heur073.gr,601,17026,108,1
heur073.gr,601,17026,110,2
heur073.gr,601,17026,111,2
heur073.gr,601,17026,112,3
heur073.gr,601,17026,113,3
heur073.gr,601,17026,114,1
heur073.gr,601,17026,115,2
heur073.gr,601,17026,116,2
heur073.gr,601,17026,117,4
heur073.gr,601,17026,118,4
heur073.gr,601,17026,119,1
heur073.gr,601,17026,120,3
heur073.gr,601,17026,121,1
heur073.gr,601,17026,122,1
heur073.gr,601,17026,123,1
heur073.gr,601,17026,124,2
heur073.gr,601,17026,126,5
heur073.gr,601,17026,127,2
heur073.gr,601,17026,128,2
heur073.gr,601,17026,129,1
heur073.gr,601,17026,130,4
heur073.gr,601,17026,134,3
heur073.gr,601,17026,135,3
heur073.gr,601,17026,137,2
heur073.gr,601,17026,140,5
heur073.gr,601,17026,141,1
heur073.gr,601,17026,142,2
heur073.gr,601,17026,145,1
heur073.gr,601,17026,147,1
heur073.gr,601,17026,153,1
heur073.gr,601,17026,154,1
heur073.gr,601,17026,156,1
heur073.gr,601,17026,158,1
heur073.gr,601,17026,163,1
heur073.gr,601,17026,164,1
heur073.gr,601,17026,166,1
heur073.gr,601,17026,168,4
heur073.gr,601,17026,169,1
heur073.gr,601,17026,170,1
heur073.gr,601,17026,171,1
heur073.gr,601,17026,172,1
heur073.gr,601,17026,174,1
heur073.gr,601,17026,177,1
heur073.gr,601,17026,179,1
heur073.gr,601,17026,180,1
heur073.gr,601,17026,187,1
heur073.gr,601,17026,193,1
heur073.gr,601,17026,195,1
heur073.gr,601,17026,200,1
heur073.gr,601,17026,203,1
heur073.gr,601,17026,204,1
heur073.gr,601,17026,209,1
heur073.gr,601,17026,221,1
heur073.gr,601,17026,224,1
heur075.gr,620,3992,0,52
heur075.gr,620,3992,1,39
heur075.gr,620,3992,2,30
heur075.gr,620,3992,3,27
heur075.gr,620,3992,4,35
heur075.gr,620,3992,5,37
heur075.gr,620,3992,6,25
heur075.gr,620,3992,7,25
heur075.gr,620,3992,8,23
heur075.gr,620,3992,9,19
heur075.gr,620,3992,10,15
heur075.gr,620,3992,11,17
heur075.gr,620,3992,12,21
heur075.gr,620,3992,13,19
heur075.gr,620,3992,14,27
heur075.gr,620,3992,15,21
heur075.gr,620,3992,16,13
heur075.gr,620,3992,17,17
heur075.gr,620,3992,18,8
heur075.gr,620,3992,19,17
heur075.gr,620,3992,20,8
heur075.gr,620,3992,21,11
heur075.gr,620,3992,22,8
heur075.gr,620,3992,23,11
heur075.gr,620,3992,24,4
heur075.gr,620,3992,25,5
heur075.gr,620,3992,26,8
heur075.gr,620,3992,27,3
heur075.gr,620,3992,28,4
heur075.gr,620,3992,29,7
heur075.gr,620,3992,30,3
heur075.gr,620,3992,31,5
heur075.gr,620,3992,32,3
heur075.gr,620,3992,33,6
heur075.gr,620,3992,35,4
heur075.gr,620,3992,36,5
heur075.gr,620,3992,37,2
heur075.gr,620,3992,38,3
heur075.gr,620,3992,39,2
heur075.gr,620,3992,40,2
heur075.gr,620,3992,41,2
heur075.gr,620,3992,42,2
heur075.gr,620,3992,43,4
heur075.gr,620,3992,44,1
heur075.gr,620,3992,45,2
heur075.gr,620,3992,46,1
heur075.gr,620,3992,47,2
heur075.gr,620,3992,48,2
heur075.gr,620,3992,50,1
heur075.gr,620,3992,51,1
heur075.gr,620,3992,52,1
heur075.gr,620,3992,53,1
heur075.gr,620,3992,54,1
heur075.gr,620,3992,56,1
heur075.gr,620,3992,59,1
heur075.gr,620,3992,61,2
heur075.gr,620,3992,62,1
heur075.gr,620,3992,63,3
heur077.gr,620,35188,13,1
heur077.gr,620,35188,14,1
heur077.gr,620,35188,15,1
heur077.gr,620,35188,16,1
heur077.gr,620,35188,22,2
heur077.gr,620,35188,24,2
heur077.gr,620,35188,25,1
heur077.gr,620,35188,29,2
heur077.gr,620,35188,30,2
heur077.gr,620,35188,31,2
heur077.gr,620,35188,32,3
heur077.gr,620,35188,33,1
heur077.gr,620,35188,34,1
heur077.gr,620,35188,37,1
heur077.gr,620,35188,38,2
heur077.gr,620,35188,39,1
heur077.gr,620,35188,40,1
heur077.gr,620,35188,41,1
heur077.gr,620,35188,42,2
heur077.gr,620,35188,43,2
heur077.gr,620,35188,44,2
heur077.gr,620,35188,45,1
heur077.gr,620,35188,47,1
heur077.gr,620,35188,49,2
heur077.gr,620,35188,50,1
heur077.gr,620,35188,51,1
heur077.gr,620,35188,53,2
heur077.gr,620,35188,54,2
heur077.gr,620,35188,55,1
heur077.gr,620,35188,56,2
heur077.gr,620,35188,57,3
heur077.gr,620,35188,59,1
heur077.gr,620,35188,60,3
heur077.gr,620,35188,61,2
heur077.gr,620,35188,63,2
heur077.gr,620,35188,64,3
heur077.gr,620,35188,65,3
heur077.gr,620,35188,66,5
heur077.gr,620,35188,67,1
heur077.gr,620,35188,68,5
heur077.gr,620,35188,69,5
heur077.gr,620,35188,70,7
heur077.gr,620,35188,71,8
heur077.gr,620,35188,72,9
heur077.gr,620,35188,73,9
heur077.gr,620,35188,74,7
heur077.gr,620,35188,75,8
heur077.gr,620,35188,76,6
heur077.gr,620,35188,77,12
heur077.gr,620,35188,78,11
heur077.gr,620,35188,79,9
heur077.gr,620,35188,80,4
heur077.gr,620,35188,81,6
heur077.gr,620,35188,82,8
heur077.gr,620,35188,83,5
heur077.gr,620,35188,84,8
heur077.gr,620,35188,85,4
heur077.gr,620,35188,86,4
heur077.gr,620,35188,87,2
heur077.gr,620,35188,88,6
heur077.gr,620,35188,89,7
heur077.gr,620,35188,90,5
heur077.gr,620,35188,91,5
heur077.gr,620,35188,92,5
heur077.gr,620,35188,93,2
heur077.gr,620,35188,94,6
heur077.gr,620,35188,95,2
heur077.gr,620,35188,96,9
heur077.gr,620,35188,97,3
heur077.gr,620,35188,98,6
heur077.gr,620,35188,99,6
heur077.gr,620,35188,100,2
heur077.gr,620,35188,101,4
heur077.gr,620,35188,102,2
heur077.gr,620,35188,103,4
heur077.gr,620,35188,104,8
heur077.gr,620,35188,105,1
heur077.gr,620,35188,106,6
heur077.gr,620,35188,107,7
heur077.gr,620,35188,108,3
heur077.gr,620,35188,109,7
heur077.gr,620,35188,110,4
heur077.gr,620,35188,111,4
heur077.gr,620,35188,112,4
heur077.gr,620,35188,113,7
heur077.gr,620,35188,114,6
heur077.gr,620,35188,115,2
heur077.gr,620,35188,116,3
heur077.gr,620,35188,117,6
heur077.gr,620,35188,118,7
heur077.gr,620,35188,119,3
heur077.gr,620,35188,120,8
heur077.gr,620,35188,121,8
heur077.gr,620,35188,122,1
heur077.gr,620,35188,123,9
heur077.gr,620,35188,124,7
heur077.gr,620,35188,125,6
heur077.gr,620,35188,126,3
heur077.gr,620,35188,127,3
heur077.gr,620,35188,128,3
heur077.gr,620,35188,129,3
heur077.gr,620,35188,130,7
heur077.gr,620,35188,131,3
heur077.gr,620,35188,132,1
heur077.gr,620,35188,133,2
heur077.gr,620,35188,134,5
heur077.gr,620,35188,135,6
heur077.gr,620,35188,136,7
heur077.gr,620,35188,137,3
heur077.gr,620,35188,138,9
heur077.gr,620,35188,139,5
heur077.gr,620,35188,140,3
heur077.gr,620,35188,141,3
heur077.gr,620,35188,142,5
heur077.gr,620,35188,143,4
heur077.gr,620,35188,144,6
heur077.gr,620,35188,145,4
heur077.gr,620,35188,146,4
heur077.gr,620,35188,147,2
heur077.gr,620,35188,148,6
heur077.gr,620,35188,149,3
heur077.gr,620,35188,150,2
heur077.gr,620,35188,151,5
heur077.gr,620,35188,152,5
heur077.gr,620,35188,153,6
heur077.gr,620,35188,154,2
heur077.gr,620,35188,155,2
heur077.gr,620,35188,156,4
heur077.gr,620,35188,157,5
heur077.gr,620,35188,158,5
heur077.gr,620,35188,159,3
heur077.gr,620,35188,160,2
heur077.gr,620,35188,161,5
heur077.gr,620,35188,162,6
heur077.gr,620,35188,163,3
heur077.gr,620,35188,164,3
heur077.gr,620,35188,165,2
heur077.gr,620,35188,166,2
heur077.gr,620,35188,167,2
heur077.gr,620,35188,168,1
heur077.gr,620,35188,169,2
heur077.gr,620,35188,171,2
heur077.gr,620,35188,172,3
heur077.gr,620,35188,173,1
heur077.gr,620,35188,175,1
heur077.gr,620,35188,176,2
heur077.gr,620,35188,177,1
heur077.gr,620,35188,179,3
heur077.gr,620,35188,180,1
heur077.gr,620,35188,181,2
heur077.gr,620,35188,182,2
heur077.gr,620,35188,183,1
heur077.gr,620,35188,185,1
heur077.gr,620,35188,188,1
heur077.gr,620,35188,192,2
heur077.gr,620,35188,193,2
heur077.gr,620,35188,195,1
heur077.gr,620,35188,199,1
heur077.gr,620,35188,201,2
heur077.gr,620,35188,202,1
heur077.gr,620,35188,203,1
heur077.gr,620,35188,204,2
heur077.gr,620,35188,205,1
heur077.gr,620,35188,206,1
heur077.gr,620,35188,209,1
heur077.gr,620,35188,210,3
heur077.gr,620,35188,211,1
heur077.gr,620,35188,215,1
heur077.gr,620,35188,219,1
heur077.gr,620,35188,222,1
heur077.gr,620,35188,223,1
heur077.gr,620,35188,224,1
heur077.gr,620,35188,227,2
heur077.gr,620,35188,230,1
heur077.gr,620,35188,233,1
heur077.gr,620,35188,248,1
heur077.gr,620,35188,253,1
heur077.gr,620,35188,265,1
heur077.gr,620,35188,285,1
heur077.gr,620,35188,292,1
heur077.gr,620,35188,297,1
heur077.gr,620,35188,303,1
heur077.gr,620,35188,327,1
heur079.gr,620,163863,120,1
heur079.gr,620,163863,193,1
heur079.gr,620,163863,229,1
heur079.gr,620,163863,270,1
heur079.gr,620,163863,281,1
heur079.gr,620,163863,285,1
heur079.gr,620,163863,313,1
heur079.gr,620,163863,317,1
heur079.gr,620,163863,319,1
heur079.gr,620,163863,331,1
heur079.gr,620,163863,335,1
heur079.gr,620,163863,336,1
heur079.gr,620,163863,339,1
heur079.gr,620,163863,345,1
heur079.gr,620,163863,348,1
heur079.gr,620,163863,350,1
heur079.gr,620,163863,355,1
heur079.gr,620,163863,358,1
heur079.gr,620,163863,363,1
heur079.gr,620,163863,366,1
heur079.gr,620,163863,368,1
heur079.gr,620,163863,371,2
heur079.gr,620,163863,372,1
heur079.gr,620,163863,373,2
heur079.gr,620,163863,380,1
heur079.gr,620,163863,381,1
heur079.gr,620,163863,382,1
heur079.gr,620,163863,385,1
heur079.gr,620,163863,387,1
heur079.gr,620,163863,396,1
heur079.gr,620,163863,398,2
heur079.gr,620,163863,401,1
heur079.gr,620,163863,405,2
heur079.gr,620,163863,407,1
heur079.gr,620,163863,411,1
heur079.gr,620,163863,412,4
heur079.gr,620,163863,414,2
heur079.gr,620,163863,416,1
heur079.gr,620,163863,417,1
heur079.gr,620,163863,419,2
heur079.gr,620,163863,420,2
heur079.gr,620,163863,421,1
heur079.gr,620,163863,423,3
heur079.gr,620,163863,424,1
heur079.gr,620,163863,425,1
heur079.gr,620,163863,426,2
heur079.gr,620,163863,428,3
heur079.gr,620,163863,430,1
heur079.gr,620,163863,431,2
heur079.gr,620,163863,432,1
heur079.gr,620,163863,434,2
heur079.gr,620,163863,435,2
heur079.gr,620,163863,438,3
heur079.gr,620,163863,440,2
heur079.gr,620,163863,441,1
heur079.gr,620,163863,442,3
heur079.gr,620,163863,443,2
heur079.gr,620,163863,445,5
heur079.gr,620,163863,446,2
heur079.gr,620,163863,447,1
heur079.gr,620,163863,448,2
heur079.gr,620,163863,449,1
heur079.gr,620,163863,450,1
heur079.gr,620,163863,451,2
heur079.gr,620,163863,452,3
heur079.gr,620,163863,453,3
heur079.gr,620,163863,454,1
heur079.gr,620,163863,455,2
heur079.gr,620,163863,456,2
heur079.gr,620,163863,457,1
heur079.gr,620,163863,461,4
heur079.gr,620,163863,462,2
heur079.gr,620,163863,463,1
heur079.gr,620,163863,464,1
heur079.gr,620,163863,465,2
heur079.gr,620,163863,466,4
heur079.gr,620,163863,468,2
heur079.gr,620,163863,471,4
heur079.gr,620,163863,473,1
heur079.gr,620,163863,474,5
heur079.gr,620,163863,475,1
heur079.gr,620,163863,478,3
heur079.gr,620,163863,479,4
heur079.gr,620,163863,480,3
heur079.gr,620,163863,481,2
heur079.gr,620,163863,482,2
heur079.gr,620,163863,483,1
heur079.gr,620,163863,484,2
heur079.gr,620,163863,485,2
heur079.gr,620,163863,486,6
heur079.gr,620,163863,487,3
heur079.gr,620,163863,488,1
heur079.gr,620,163863,489,4
heur079.gr,620,163863,490,2
heur079.gr,620,163863,491,2
heur079.gr,620,163863,492,2
heur079.gr,620,163863,493,3
heur079.gr,620,163863,494,2
heur079.gr,620,163863,495,3
heur079.gr,620,163863,496,2
heur079.gr,620,163863,497,4
heur079.gr,620,163863,498,1
heur079.gr,620,163863,499,1
heur079.gr,620,163863,500,1
heur079.gr,620,163863,501,5
heur079.gr,620,163863,502,2
heur079.gr,620,163863,503,2
heur079.gr,620,163863,504,3
heur079.gr,620,163863,505,3
heur079.gr,620,163863,506,3
heur079.gr,620,163863,507,3
heur079.gr,620,163863,509,3
heur079.gr,620,163863,510,2
heur079.gr,620,163863,511,2
heur079.gr,620,163863,512,3
heur079.gr,620,163863,513,1
heur079.gr,620,163863,514,2
heur079.gr,620,163863,515,4
heur079.gr,620,163863,516,4
heur079.gr,620,163863,517,3
heur079.gr,620,163863,518,5
heur079.gr,620,163863,519,7
heur079.gr,620,163863,520,1
heur079.gr,620,163863,521,1
heur079.gr,620,163863,522,5
heur079.gr,620,163863,523,3
heur079.gr,620,163863,524,2
heur079.gr,620,163863,525,3
heur079.gr,620,163863,526,4
heur079.gr,620,163863,527,3
heur079.gr,620,163863,528,2
heur079.gr,620,163863,529,3
heur079.gr,620,163863,530,3
heur079.gr,620,163863,531,5
heur079.gr,620,163863,532,1
heur079.gr,620,163863,533,3
heur079.gr,620,163863,534,1
heur079.gr,620,163863,535,4
heur079.gr,620,163863,536,4
heur079.gr,620,163863,537,4
heur079.gr,620,163863,538,2
heur079.gr,620,163863,539,4
heur079.gr,620,163863,540,4
heur079.gr,620,163863,541,3
heur079.gr,620,163863,542,5
heur079.gr,620,163863,543,5
heur079.gr,620,163863,544,3
heur079.gr,620,163863,545,2
heur079.gr,620,163863,546,6
heur079.gr,620,163863,547,3
heur079.gr,620,163863,548,2
heur079.gr,620,163863,549,3
heur079.gr,620,163863,550,1
heur079.gr,620,163863,551,4
heur079.gr,620,163863,553,3
heur079.gr,620,163863,554,2
heur079.gr,620,163863,555,4
heur079.gr,620,163863,556,2
heur079.gr,620,163863,558,5
heur079.gr,620,163863,559,5
heur079.gr,620,163863,560,3
heur079.gr,620,163863,561,4
heur079.gr,620,163863,562,5
heur079.gr,620,163863,563,2
heur079.gr,620,163863,564,1
heur079.gr,620,163863,565,2
heur079.gr,620,163863,566,2
heur079.gr,620,163863,567,2
heur079.gr,620,163863,568,1
heur079.gr,620,163863,569,1
heur079.gr,620,163863,570,6
heur079.gr,620,163863,571,2
heur079.gr,620,163863,573,3
heur079.gr,620,163863,574,2
heur079.gr,620,163863,575,2
heur079.gr,620,163863,576,4
heur079.gr,620,163863,577,3
heur079.gr,620,163863,578,5
heur079.gr,620,163863,579,2
heur079.gr,620,163863,580,1
heur079.gr,620,163863,581,2
heur079.gr,620,163863,582,8
heur079.gr,620,163863,583,2
heur079.gr,620,163863,584,2
heur079.gr,620,163863,586,1
heur079.gr,620,163863,587,3
heur079.gr,620,163863,588,6
heur079.gr,620,163863,589,6
heur079.gr,620,163863,590,7
heur079.gr,620,163863,591,8
heur079.gr,620,163863,593,7
heur079.gr,620,163863,594,1
heur079.gr,620,163863,596,5
heur079.gr,620,163863,597,6
heur079.gr,620,163863,598,5
heur079.gr,620,163863,599,5
heur079.gr,620,163863,600,9
heur079.gr,620,163863,601,5
heur079.gr,620,163863,602,11
heur079.gr,620,163863,603,3
heur079.gr,620,163863,604,6
heur079.gr,620,163863,605,6
heur079.gr,620,163863,606,6
heur079.gr,620,163863,607,5
heur079.gr,620,163863,608,8
heur079.gr,620,163863,609,7
heur079.gr,620,163863,610,6
heur079.gr,620,163863,611,5
heur079.gr,620,163863,612,2
heur079.gr,620,163863,613,9
heur079.gr,620,163863,614,6
heur079.gr,620,163863,615,8
heur079.gr,620,163863,616,9
heur079.gr,620,163863,617,2
heur079.gr,620,163863,618,12
heur079.gr,620,163863,619,1
heur081.gr,871,14454,0,48
heur081.gr,871,14454,1,47
heur081.gr,871,14454,2,41
heur081.gr,871,14454,3,41
heur081.gr,871,14454,4,39
heur081.gr,871,14454,5,41
heur081.gr,871,14454,6,40
heur081.gr,871,14454,7,29
heur081.gr,871,14454,8,11
heur081.gr,871,14454,9,18
heur081.gr,871,14454,10,13
heur081.gr,871,14454,11,14
heur081.gr,871,14454,12,26
heur081.gr,871,14454,13,20
heur081.gr,871,14454,14,15
heur081.gr,871,14454,15,10
heur081.gr,871,14454,16,21
heur081.gr,871,14454,17,22
heur081.gr,871,14454,18,8
heur081.gr,871,14454,19,12
heur081.gr,871,14454,20,6
heur081.gr,871,14454,21,21
heur081.gr,871,14454,22,9
heur081.gr,871,14454,23,10
heur081.gr,871,14454,24,9
heur081.gr,871,14454,25,4
heur081.gr,871,14454,26,10
heur081.gr,871,14454,27,3
heur081.gr,871,14454,28,9
heur081.gr,871,14454,29,5
heur081.gr,871,14454,30,2
heur081.gr,871,14454,31,7
heur081.gr,871,14454,32,1
heur081.gr,871,14454,33,4
heur081.gr,871,14454,34,1
heur081.gr,871,14454,35,4
heur081.gr,871,14454,36,6
heur081.gr,871,14454,37,3
heur081.gr,871,14454,38,6
heur081.gr,871,14454,39,1
heur081.gr,871,14454,40,5
heur081.gr,871,14454,41,4
heur081.gr,871,14454,42,6
heur081.gr,871,14454,43,2
heur081.gr,871,14454,44,2
heur081.gr,871,14454,45,3
heur081.gr,871,14454,46,5
heur081.gr,871,14454,47,4
heur081.gr,871,14454,48,4
heur081.gr,871,14454,49,1
heur081.gr,871,14454,50,5
heur081.gr,871,14454,51,1
heur081.gr,871,14454,52,4
heur081.gr,871,14454,53,1
heur081.gr,871,14454,54,3
heur081.gr,871,14454,55,3
heur081.gr,871,14454,56,4
heur081.gr,871,14454,57,1
heur081.gr,871,14454,58,2
heur081.gr,871,14454,59,2
heur081.gr,871,14454,60,2
heur081.gr,871,14454,61,1
heur081.gr,871,14454,63,3
heur081.gr,871,14454,64,1
heur081.gr,871,14454,65,2
heur081.gr,871,14454,66,3
heur081.gr,871,14454,67,3
heur081.gr,871,14454,68,5
heur081.gr,871,14454,69,5
heur081.gr,871,14454,70,4
heur081.gr,871,14454,71,1
heur081.gr,871,14454,72,1
heur081.gr,871,14454,74,2
heur081.gr,871,14454,75,1
heur081.gr,871,14454,76,3
heur081.gr,871,14454,77,1
heur081.gr,871,14454,78,1
heur081.gr,871,14454,81,3
heur081.gr,871,14454,82,2
heur081.gr,871,14454,83,3
heur081.gr,871,14454,84,2
heur081.gr,871,14454,86,1
heur081.gr,871,14454,87,3
heur081.gr,871,14454,88,1
heur081.gr,871,14454,89,1
heur081.gr,871,14454,90,2
heur081.gr,871,14454,92,3
heur081.gr,871,14454,93,1
heur081.gr,871,14454,94,2
heur081.gr,871,14454,95,1
heur081.gr,871,14454,96,2
heur081.gr,871,14454,97,1
heur081.gr,871,14454,98,2
heur081.gr,871,14454,99,1
heur081.gr,871,14454,100,1
heur081.gr,871,14454,101,1
heur081.gr,871,14454,102,2
heur081.gr,871,14454,103,1
heur081.gr,871,14454,104,2
heur081.gr,871,14454,105,3
heur081.gr,871,14454,106,1
heur081.gr,871,14454,107,3
heur081.gr,871,14454,108,3
heur081.gr,871,14454,109,2
heur081.gr,871,14454,111,3
heur081.gr,871,14454,112,3
heur081.gr,871,14454,113,1
heur081.gr,871,14454,115,3
heur081.gr,871,14454,116,1
heur081.gr,871,14454,117,2
heur081.gr,871,14454,118,1
heur081.gr,871,14454,119,4
heur081.gr,871,14454,121,1
heur081.gr,871,14454,122,2
heur081.gr,871,14454,124,4
heur081.gr,871,14454,127,4
heur081.gr,871,14454,128,2
heur081.gr,871,14454,130,1
heur081.gr,871,14454,131,2
heur081.gr,871,14454,132,1
heur081.gr,871,14454,133,2
heur081.gr,871,14454,134,3
heur081.gr,871,14454,135,1
heur081.gr,871,14454,136,2
heur081.gr,871,14454,139,2
heur081.gr,871,14454,140,1
heur081.gr,871,14454,142,1
heur081.gr,871,14454,143,1
heur081.gr,871,14454,144,1
heur081.gr,871,14454,147,1
heur081.gr,871,14454,148,3
heur081.gr,871,14454,150,1
heur081.gr,871,14454,152,1
heur081.gr,871,14454,153,4
heur081.gr,871,14454,154,2
heur081.gr,871,14454,155,1
heur081.gr,871,14454,156,1
heur081.gr,871,14454,157,1
heur081.gr,871,14454,158,2
heur081.gr,871,14454,159,2
heur081.gr,871,14454,160,1
heur081.gr,871,14454,161,1
heur081.gr,871,14454,162,2
heur081.gr,871,14454,164,3
heur081.gr,871,14454,166,1
heur081.gr,871,14454,172,1
heur081.gr,871,14454,178,1
heur081.gr,871,14454,180,1
heur081.gr,871,14454,182,1
heur081.gr,871,14454,183,1
